clip_length_frames,clip_length_s,folds,clip_accuracy_mean,clip_accuracy_std,clip_macro_f1_mean,clip_macro_f1_std,clip_fall_precision_mean,clip_fall_precision_std,clip_fall_recall_mean,clip_fall_recall_std,clip_fall_f1_mean,clip_fall_f1_std,session_fall_precision_mean,session_fall_precision_std,session_fall_recall_mean,session_fall_recall_std,session_fall_f1_mean,session_fall_f1_std,nonfall_sessions_alerted_mean,nonfall_sessions_alerted_std,false_alerts_per_nonfall_session_mean,false_alerts_per_nonfall_session_std,mean_delay_event_start_s_mean,mean_delay_event_start_s_std,mean_delay_impact_s_mean,mean_delay_impact_s_std,fall_sessions_no_alert_mean,fall_sessions_no_alert_std,fall_sessions_multiple_alerts_mean,fall_sessions_multiple_alerts_std,repeated_alerts_per_fall_session_mean,repeated_alerts_per_fall_session_std,all_alerts_causal
50,2.5,4,0.7610677083333334,0.038088753481466425,0.7673354106449195,0.052734829082012005,0.8140058479532164,0.11009571431714164,0.8930555555555556,0.075,0.8506649506649506,0.09205005733261461,0.8151361994072991,0.09699302629456595,0.8755718954248367,0.08404619485129597,0.8404374758033294,0.06659339001537795,3.75,2.362907813126304,0.0360203953953954,0.021702649966966286,1.699751331453634,0.2727350083342516,0.7480850563909774,0.3758196224087845,2.25,1.5,0.25,0.5,0.0125,0.025,True
60,3.0,4,0.7941042877906977,0.02656238194108909,0.7937903456376444,0.03263729605870183,0.8336834733893558,0.09347362439102531,0.8291666666666667,0.1429678803606419,0.8214540877079577,0.06478601742047478,0.8619388544891642,0.06349216638223118,0.8380718954248366,0.07242894733092338,0.8470234940823177,0.03621397578918756,2.5,1.2909944487358056,0.0225247568997569,0.011503543580735201,1.9107068452380949,0.312925447706558,0.9542708333333332,0.4425973390271216,3.0,1.4142135623730951,0.0,0.0,0.0,0.0,True
