class,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,total_support
walking,0.7716016057585826,0.06998627684904318,0.7307116596638656,0.1519080163972653,0.7440520501004373,0.0919519015425103,136
standing,0.8063826524352841,0.08152141978383301,0.7654920589903573,0.0970248788701169,0.7790718792460952,0.03273818535784983,171
sitting,0.7031746031746031,0.060827003988443554,0.7084797555385791,0.14075556483655943,0.6955527625681949,0.050490076850621145,135
fall,0.8140058479532164,0.11009571431714164,0.8930555555555556,0.075,0.8506649506649506,0.09205005733261461,73
