class,precision,recall,f1,support
walking,0.7894736842105263,0.8571428571428571,0.821917808219178,35
standing,0.8571428571428571,0.7317073170731707,0.7894736842105263,41
sitting,0.717948717948718,0.8,0.7567567567567568,35
fall,0.8823529411764706,0.8333333333333334,0.8571428571428571,18
