class,precision,recall,f1,support
walking,0.8205128205128205,0.9411764705882353,0.8767123287671232,34
standing,0.868421052631579,0.75,0.8048780487804879,44
sitting,0.7741935483870968,0.7058823529411765,0.7384615384615385,34
fall,0.8095238095238095,1.0,0.8947368421052632,17
