class,precision,recall,f1,support
walking,0.8,0.8,0.8,35
standing,0.8787878787878788,0.7073170731707317,0.7837837837837838,41
sitting,0.6904761904761905,0.8285714285714286,0.7532467532467533,35
fall,0.8421052631578947,0.8888888888888888,0.8648648648648649,18
