timestamp,activity,frame,cluster_id,x,y,z,dop_idx,range_m,azimuth_deg,elevation_deg,session_id,recording_id,source_file
2026-07-15T13:25:00.048844,walking,1,1,1.1602089405059814,1.0212244987487793,-0.6750850677490234,-1.0,1.6874991555945407,48.12503762868868,-23.581342435076795,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:00.095531,walking,2,1,1.161470651626587,1.0212244987487793,-0.6750850677490234,-2.0,1.6874991555945407,48.676409722609264,-23.581342435076795,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:00.145492,walking,3,1,1.161470651626587,1.0285818576812744,-0.8945318460464478,-2.0,1.780670076384436,48.676409722609264,-30.15605215067339,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:00.194692,walking,4,1,1.1602089405059814,1.0285818576812744,-0.8414255380630493,-2.0,1.7453723682305289,48.12503762868868,-28.821953923394176,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:00.244625,walking,5,1,1.145695447921753,1.0285818576812744,-0.8414255380630493,-2.0,1.7453723682305289,48.08315616709291,-28.821953923394176,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:00.294461,walking,6,1,1.1278847455978394,1.0325714349746704,-0.8945318460464478,-2.0,1.780670076384436,47.52609222591523,-30.15605215067339,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:00.344515,walking,7,1,1.1080195903778076,1.0419940948486328,-1.0140126943588257,-2.0,1.8171536044533154,46.75896262202704,-33.6902950981095,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:00.394999,walking,8,1,1.0712867975234983,1.045599102973938,-1.0301040410995483,-2.0,1.8171536044533154,45.6952307861566,-34.532791097296936,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:00.445863,walking,9,1,1.0712867975234983,1.045599102973938,-1.0301040410995483,-2.0,1.8171536044533154,45.6952307861566,-34.532791097296936,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:00.494399,walking,10,1,1.0712867975234983,1.045599102973938,-1.0301040410995483,-2.0,1.8171536044533154,45.6952307861566,-34.532791097296936,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:00.545859,walking,11,1,1.0633705854415894,1.045599102973938,-1.0301040410995483,-2.0,1.8171536044533154,45.599987683628406,-34.532791097296936,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:00.594811,walking,12,1,1.0138487815856934,1.041329860687256,-0.9491553902626038,-2.0,1.6922028836503398,44.05714292181131,-34.11801224315737,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:00.644150,walking,13,1,0.9465561509132384,1.041329860687256,-0.9491553902626038,-2.0,1.6922028836503398,42.50496813821658,-34.11801224315737,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:00.694613,walking,14,1,0.9465561509132384,1.043429613113403,-0.9491553902626038,-2.0,1.6922028836503398,42.50496813821658,-34.11801224315737,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:00.744890,walking,15,1,0.9190050363540648,1.043429613113403,-0.7991868853569031,-2.0,1.6037503833491638,41.37212208854406,-29.889161206403713,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:00.794345,walking,16,1,0.9002296328544617,1.0517748594284058,-0.7991868853569031,-2.0,1.6037503833491638,40.56070699768732,-29.889161206403713,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:00.844425,walking,17,1,0.8735788464546204,1.0614752769470217,-0.7991868853569031,-2.0,1.6037503833491638,39.453887825585284,-29.889161206403713,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:00.894729,walking,18,1,0.851956307888031,1.0614752769470217,-0.9283785223960876,-2.0,1.6536935295580548,38.50212466212164,-34.15246207804764,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:00.945727,walking,19,1,0.851956307888031,1.0614752769470217,-0.9283785223960876,-2.0,1.6536935295580548,38.50212466212164,-34.15246207804764,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:00.995162,walking,20,1,0.7548561692237854,1.070974349975586,-0.9283785223960876,-2.0,1.6536935295580548,36.0720730809099,-34.15246207804764,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:01.044231,walking,21,1,0.7361046075820923,1.070974349975586,-0.7016857266426086,-2.0,1.4677781732771367,34.818760888208075,-28.558760395172985,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:01.095406,walking,22,1,0.7137681841850281,1.0816611051559448,-0.5054193735122681,-3.0,1.3910084508310887,33.420082675705764,-21.305917285242977,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:01.145494,walking,23,1,0.7137681841850281,1.0816611051559448,-0.5054193735122681,-3.0,1.3910084508310887,33.420082675705764,-21.305917285242977,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:01.194852,walking,24,1,0.7137681841850281,1.0816611051559448,-0.5054193735122681,-3.0,1.3910084508310887,33.420082675705764,-21.305917285242977,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:01.244241,walking,25,1,0.7137681841850281,1.0816611051559448,-0.5054193735122681,-3.0,1.3910084508310887,33.420082675705764,-21.305917285242977,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:01.294750,walking,26,1,0.7137681841850281,1.0816611051559448,-0.5054193735122681,-3.0,1.3910084508310887,33.420082675705764,-21.305917285242977,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:01.345463,walking,27,1,0.6563401222229004,1.0816611051559448,-0.6971245408058167,-2.0,1.4314331455127034,31.299079525712965,-28.88934329362512,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:01.395558,walking,28,1,0.6077870726585388,1.0947247743606567,-0.7329407930374146,-1.0,1.4314331455127034,29.03886968544099,-30.7993319716298,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:01.445820,walking,29,1,0.5558649897575378,1.0967282056808472,-0.7329407930374146,-1.0,1.4314331455127034,26.87768461278353,-30.7993319716298,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:01.495217,walking,30,1,0.5558649897575378,1.0967282056808472,-0.7329407930374146,-1.0,1.4314331455127034,26.87768461278353,-30.834095730642566,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:01.545134,walking,31,1,0.5195725560188293,1.0967282056808472,-0.7329407930374146,-1.0,1.4314331455127034,25.278998871782388,-30.834095730642566,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:01.594874,walking,32,1,0.4618948698043823,1.0963664054870603,-0.8521958589553833,-1.0,1.4595362688230087,22.845501264431423,-35.61465371655084,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:01.645871,walking,33,1,0.4134218692779541,1.0905637741088867,-0.8521958589553833,-1.0,1.4595362688230087,20.76121920514183,-35.61465371655084,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:01.695824,walking,34,1,0.4134218692779541,1.0905637741088867,-0.8521958589553833,-1.0,1.4595362688230087,20.76121920514183,-35.61465371655084,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:01.744249,walking,35,1,0.3895035982131958,1.0905637741088867,-0.7318623065948486,-1.0,1.3602081782394908,19.81708716904333,-32.55110705571059,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:01.794558,walking,36,1,0.360802412033081,1.0905637741088867,-0.6359153389930725,0.0,1.3075007653969257,18.342054495848846,-29.101577614910102,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
2026-07-15T13:25:01.844138,walking,37,1,0.3315910995006561,1.0932599306106567,-0.6359153389930725,0.0,1.3075007653969257,16.872807950583123,-29.101577614910102,walking__walking_20260715_132456_20hz,walking__walking_20260715_132456_20hz,walking_20260715_132456_20hz.csv
