timestamp,activity,frame,cluster_id,x,y,z,dop_idx
2026-07-14T14:23:45.132399,standing,0,1,0.10269299894571304,1.154922366142273,-0.4236718714237213,0
2026-07-14T14:23:45.183333,standing,1,1,-0.06982340663671494,1.212921142578125,-0.3095548450946808,0
2026-07-14T14:23:45.232695,standing,2,1,-0.06982340663671494,1.212921142578125,-0.3095548450946808,0
2026-07-14T14:23:45.282770,standing,3,1,-0.06526335328817368,1.1956950426101685,-0.3288857042789459,0
2026-07-14T14:23:45.333986,standing,4,1,-0.06329070031642914,1.1784656047821045,-0.33878013491630554,0
2026-07-14T14:23:45.382621,standing,5,1,-0.05581924319267273,1.1729754209518433,-0.27183616161346436,0
2026-07-14T14:23:45.433859,standing,6,1,-0.05581924319267273,1.1729754209518433,-0.27183616161346436,0
2026-07-14T14:23:45.482497,standing,7,1,-0.037191059440374374,1.183835506439209,-0.49892497062683105,0
2026-07-14T14:23:45.532575,standing,8,1,-0.031188152730464935,1.1950007677078247,-0.5579473972320557,0
2026-07-14T14:23:45.582678,standing,9,1,-0.030001940205693245,1.2115405797958374,-0.4173647463321686,0
2026-07-14T14:23:45.633046,standing,10,1,-0.030001940205693245,1.2115405797958374,-0.4173647463321686,0
2026-07-14T14:23:45.683068,standing,11,1,-0.030001940205693245,1.2115405797958374,-0.4173647463321686,0
2026-07-14T14:23:45.733532,standing,12,1,-0.0640956461429596,1.212324857711792,-0.5321997404098511,0
2026-07-14T14:23:45.783631,standing,13,1,-0.059280186891555786,1.2236316204071045,-0.49145254492759705,0
2026-07-14T14:23:45.832752,standing,14,1,-0.056342098861932755,1.2241307497024536,-0.46493029594421387,0
2026-07-14T14:23:45.883102,standing,15,1,-0.058942150324583054,1.208268404006958,-0.49921855330467224,0
2026-07-14T14:23:45.932740,standing,16,1,-0.058942150324583054,1.208268404006958,-0.49921855330467224,0
2026-07-14T14:23:45.982548,standing,17,1,-0.06319093704223633,1.2222312688827515,-0.7527225017547607,0
2026-07-14T14:23:46.032666,standing,18,1,-0.06403655558824539,1.227644681930542,-0.3367554843425751,0
2026-07-14T14:23:46.083005,standing,19,1,-0.06508415192365646,1.2201876640319824,-0.320034921169281,0
2026-07-14T14:23:46.133903,standing,20,1,-0.09289275109767914,1.220106601715088,-0.45325061678886414,0
2026-07-14T14:23:46.182940,standing,21,1,-0.09053537249565125,1.2216637134552002,-0.31484729051589966,0
2026-07-14T14:23:46.234026,standing,22,1,-0.04965624213218689,1.2278039455413818,-0.21367043256759644,0
2026-07-14T14:23:46.283457,standing,23,1,-0.04965624213218689,1.2278039455413818,-0.21367043256759644,0
